id,tweet,timestamp,longitude,latitude,geometry,county_name,STATE_NAME,per_point_diff,winner
1245710975761874951,@PilotFlyingJ #coronavirus Dear Truck Stops Please Do More To Stop Corona Pilot Flying J Loves https://t.co/gG4BZyWZlr,2020-04-02 13:53:35,-82.66398899999999,30.182768,POINT (-82.66398899999999 30.182768),Columbia,Florida,44.47%,Red
1245711076148350979,@LovesTravelStop #coronavirus Dear Truck Stops Please Do More To Stop Corona Pilot Flying J Loves https://t.co/gG4BZyWZlr,2020-04-02 13:53:59,-82.66398899999999,30.182768,POINT (-82.66398899999999 30.182768),Columbia,Florida,44.47%,Red
1245711376418570242,Dear Truck Stops Please Do More To Stop Corona Pilot Flying J Loves https://t.co/gG4BZyWZlr #coronavirus #COVID19 #CoronavirusPandemic #ThursdayThoughts,2020-04-02 13:55:10,-82.66398899999999,30.182768,POINT (-82.66398899999999 30.182768),Columbia,Florida,44.47%,Red
1245711069055680512,How can you support your favorite New York-based #Japaneserestaurants during this #coronavirus crisis? I’ve compiled a list of restaurants that are offering takeout/delivery and others that have fundraising… https://t.co/CBNSmU9DCV,2020-04-02 13:53:57,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245711075204571136,"👇

GOLDMAN SACHS GROUP INC CEO DAVID SOLOMON SAYS 'THERE'S NO QUESTION' THE U.S. CORONAVIRUS RESPONSE WAS 'LATE'

And I say it continues to have a ton of holes around testing, Federal caution guidelines, and healthcare readiness 

Just bad #coronavirus",2020-04-02 13:53:59,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245711783110889479,SOUND UP 🔊 | Here’s sample of @TheKitchenGaily interviewing me on @InYoMouthPod 😋 | I talk Quarantine Fashions and how to feel fabulous through all this madness 👠 | https://t.co/1ZHs5oYN54 #fashion #quarantinefashion #motivation #PositiveVibes #stayathome #coronavirus https://t.co/FGhW2hjy3Z,2020-04-02 13:56:47,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245712425619521536,What are the effects of being falsely accused? How can you cope with it? Follow my story and I’ll show you how to rise up and stand up for your convictions despite the obstacles! #coronavirus #ThursdayMotivation #StayHome,2020-04-02 13:59:21,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245712944584892417,"I'm joining with hundreds of thousands of people from all over the world, who are standing with the @UN Chief @AntonioGuterres on his bold call for a #GlobalCeasefire amidst #Covid19Pandemic. Sign and RT! #Coronavirus https://t.co/RRv2bv9n5N",2020-04-02 14:01:24,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245713381396484096,"@GovRonDeSantis will be held accountable for deaths in #Florida 

@potus @realDonaldTrump will be held accountable for deaths in the U.S. Not a hoax, not a real crisis #coronavirus

@BrianKempGA @tatereeves @GovAbbott @kayiveyforgov @DanPatrick in #texas #alabama #Mississippi",2020-04-02 14:03:09,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245713901112766464,"transitions though. 
Song: Spring by @freddiedredd #tiktok #mutantbex #coronavirus #quarantine #lgbtq🌈  #newyork 
(LINK IN BIO IF YIU TRYNA FOLLOW MY SOCIALS) @ Lower East Side https://t.co/9hJuhm1VVE",2020-04-02 14:05:12,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245714547744350211,"Cough...sneeze...couch

#allergies #allergyseason #coronavirus #COVID19 @ New York, New York https://t.co/91KD0OTCHX",2020-04-02 14:07:47,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245715115397316608,Yes BRO AS U SHOULD #COVID19 is real &amp; how ppl of homeless status are bieng treated is horrific @BPEricAdams @SenSchumer @SafetyNetUJC @NYDailyNews @NYCMayor @NYCDHS @nycgov @BernieSanders @NotifyNYC @NotOneMoreBlock,2020-04-02 14:10:02,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245716158910795779,https://t.co/GhUhZDePGv via @CNNee #education #StayHome @uniceflac #coronavirus #COVID19,2020-04-02 14:14:11,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245718058808881152,Love hearing &amp; partaking in the cheers for our essential city workers &amp; 1st Responders each night @ 7PM  on #UES.  If #NYC #OneNewYork #sociallysparked #HeroesOfCovid19 #coronavirus #NYCLockdown https://t.co/dI0MBOojIq,2020-04-02 14:21:44,-73.96056050000001,40.770428,POINT (-73.96056050000001 40.770428),New York,New York,77.20%,Blue
1245720671352750081,"Bring the choir in 🎶 
#covid keeping me inside making music all day 
#producer #newyork @ New York, New York https://t.co/zhhYeAm702",2020-04-02 14:32:07,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245721819954515976,"After this passes, I am never skipping another reunion. Milestone or not, 25th year, 22nd year, high school, Sunday school, whatever, RSVP yes attending. #CoronaVirus #ny #nyc #WhenCoronaVirusIsOver",2020-04-02 14:36:40,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245721831694389249,THANK YOU to my friend Nathan and his volunteers who made and delivered us food before #COVID ICU night shift at @BellevueHosp. I can’t stress how important it was for our team morale to return to our workroom every couple of hours and have a bite of something home cooked for us https://t.co/NinmlpHg09,2020-04-02 14:36:43,-73.976661,40.739725,POINT (-73.97666099999999 40.739725),New York,New York,77.20%,Blue
1245722988714045448,"@ewarren @staceyabrams Instead of forcing #Census2020 during #coronavirus, why not get 1 year extension bill passed so the #CoronavirusPandemic #CoronavirusOubtreak doesn’t impact the count?

Can @BernieSanders bring this up in senate? @SenateDems @HouseDemocrats &amp; wake up @SenSchumer &amp; @SpeakerPelosi",2020-04-02 14:41:19,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245723218398363648,I’m personally FATTENING the curves here at home in quarantine from #coronavirus,2020-04-02 14:42:14,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245724309664018433,歌うって楽しい！✨,2020-04-02 14:46:34,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245724774132781062,"Oh, just going down to my building's basement to do laundry...
#hi #coronavirus #covid19 #mask #art 👋 #gangsta #biggiesmalls #selfie #NYC @ Manhattan, New York https://t.co/O4Sz2rfFB4",2020-04-02 14:48:25,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245724775735078912,"Zambia Records First #Coronavirus Death. Just want to send my ❤ to my friends &amp; family over there. @mohzambia please let us know how we can help, and promote #SocialDistanacing even though it cases are few.👌🏽

 https://t.co/TRKdUQYCDG https://t.co/bPQrDAJVoG",2020-04-02 14:48:25,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245724964059299842,👏🏼 we will get through this,2020-04-02 14:49:10,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245725414951133190,"@WhiteHouse @realDonaldTrump Bullshit theatre. #goptheatre @potus 

Your using the military to interdict drugs entering the country when a #coronavirus #CoronavirusPandemic #CoronavirusOubtreak is ravaging the U.S. is just a distraction. Show of power with men in uniform just theatre.",2020-04-02 14:50:58,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245725496790470659,"Zambia Records First #Coronavirus Death. Just want to send my ❤ to my friends &amp; family over there. @mohzambia please let us know how we can help, and promote #SocialDistanacing even though the cases are few.👌🏽

https://t.co/8Cxct084E9 https://t.co/vozeWDwz2h",2020-04-02 14:51:17,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245725896251781120,@PalmerReport As they should! Along with #MoscowMitch and all the Republicans that allowed this to happen! #coronavirus #CoronaVirusNYC #TrumpVirus2020,2020-04-02 14:52:52,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245726848526548992,Looking forward that only update that  all NY NYC r waiting. Thank you @NYGovCuomo,2020-04-02 14:56:39,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245727462262288384,Best part of the day! When dad gets up and outshines POTUS!,2020-04-02 14:59:06,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245731589625131008,YEP: It has gotten to that point! #quarantine serenade for that #QuarantineLife #COVID19 #COVIDー19 #StayHomeSaveLives #StayHome 🎤😎👍🏾 https://t.co/HkBLIOPZZj,2020-04-02 15:15:30,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245732234994294785,"“Personally, I have been distancing myself from his statements for months,” 
#SociaDistancing #COVIDー19 
Trump Practicing Distancing from All His Prior Statements About the Coronavirus https://t.co/AqvDzRur7w via @NewYorker",2020-04-02 15:18:04,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245733351434203136,"Esa jeva es una irresponsable, ai fuera otra persona estuviera hasta presa.",2020-04-02 15:22:30,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245733496959705089,Seriously unedifying and unhelpful when the media (left and right) are squabbling among themselves,2020-04-02 15:23:04,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245734936906289156,"@iluvtacos0822 Always prefer the lace masks ...

https://t.co/e2b0sgvwHD",2020-04-02 15:28:48,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245735562666967042,"“...You can stand among the sailors,
Anchored yet within the bay,
You can lend a hand to help them,
As they launch their boats away.” @USNavy @WhiteHouse @USNSComfort @RedeemerWS @NavyMedicine #loveyourneighbor #COVIDー19 https://t.co/mJOHokGsba",2020-04-02 15:31:17,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245736093531676672,How many of these ESSENTIAL WORKERS are prisoners who have to return to lockdown facilities? Asking on behalf of the prisoners who live in GEO Group facilities..,2020-04-02 15:33:24,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245736494201032704,"Watch your bank accounts and financials:
emails, phone calls, texts messages, social media.

The Cockroaches are pilling up.

#FraudAlert #ScamAware #ScamAlert #COVIDー19 #COVID19 #COVID2019 #Covid19usa #Banks #Financial #SocialMedia #Email #PhoneCalls #TextMessages #SocialMedia https://t.co/iNI4t30gKR",2020-04-02 15:34:59,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245736818282291201,"@OurWorldInData thank you for your work during this difficult unit time with #coronavirus #CoronavirusOutbreak #CoronavirusPandemic 

Do you have any day in virus doubling rates of just U.S. states? 

Everyone should follow! Check out their website! https://t.co/ttY9g1dUFR",2020-04-02 15:36:16,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245736961647824897,😍🥺,2020-04-02 15:36:50,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245737543884292096,...It also talks about competition and shortages of Personal Protective Equipment and ventilators. It’s worth a look. #TrumpKNEWandDidNOTHING #COVID19 #Coronavirus #CoronavirusUSA #NYC #MAGA? #KAG? https://t.co/TIT3nxFysG,2020-04-02 15:39:09,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245738204046798848,"Attention COVID-19 recoverees: 

Have any of you, a couple of week after you last showed symptoms, started getting clear mucus/phlegm? My guess is that’s it’s my immune system ridding my body of the virus, but wanted to see if anyone else had something similar. #COVID19 #COVID",2020-04-02 15:41:47,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245738290147479561,Wow. This is mind-blowing and only going to get worse before it gets better #StayHomeSaveLives,2020-04-02 15:42:07,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245739563596873731,I had a tele-visit today at 11:00 AM with my medical doctor specializing in liver disease at Mount Sinai and he is at home under self quarantine for testing positive with the #covid #novel #coronavirus as he was… https://t.co/8cCu2gpcVU,2020-04-02 15:47:11,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245740946756702210,a thread👇magas will never believe bc foxnews says science is just another big scam inside job of the deep state,2020-04-02 15:52:41,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245741500945911809,@TheBiancaDelRio #NOExcuses #COVIDー19CleanUp 👊🏽 https://t.co/ixs2A1L1uS,2020-04-02 15:54:53,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245742109027643394,🙏 💙,2020-04-02 15:57:18,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245743506083196930,Hopefully these two live in the same bubble. #MadisonSquarePark #coronavirus #socialdistancing @ Madison Square Park https://t.co/KdtxRcGgzU,2020-04-02 16:02:51,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245743617735561223,“Let’s get after it.” @ChrisCuomo,2020-04-02 16:03:17,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245743863542755330,"The extraordinary role that parks have played in times of crisis—and are playing now during the #coronavirus pandemic—my take in the @NYDailyNews:
@NRPA_news @CityParksAll @NY4P @RiversideParkNY @CentralParkNYC @highlinenyc @SFParksAlliance @WUParks @BrentToderian @Penalosa_G",2020-04-02 16:04:16,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245744588431728640,432 people have died in the last 24 hours in New York State due to #COVID19 #coronavirus,2020-04-02 16:07:09,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245746378409721856,"Taiwan's aggressive efforts are paying off in fight against COVID-19 https://t.co/dfh8gAaZmH

#Coronavirus #COVIDー19 Global Cases by the Systems Science and Engineering Johns Hopkins University Center predicted Taiwan would have worst #CoronavirusOutbreak
https://t.co/q84lJ0p2Eg",2020-04-02 16:14:16,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245746431975215105,"Stuck indoors because of the #coronavirus pandemic? Us too! But don't fear, we're working from home, and working diligently to post more and more wonderful #antique #decorative #rugs and #carpets , #vintage #pillows… https://t.co/01buCnBo0o",2020-04-02 16:14:28,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245748227024060417,BREAKING: FDA eases restrictions on gay man and blood donation. “For male donors who would have been deferred for having sex with another man: the agency is changing the recommended deferral period from 12 months to 3 months.” #covid19 #coronavirus,2020-04-02 16:21:36,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245748629572333570,Stand 6 feet apart to enter essential service: Dunkin’ Donuts. #nyc #newyork  #newyorkcity #newyorklife #newyorkstreets #donuts #dunkindonuts #coronavirus #coronapandemic #coronapocalypse @dunkindonuts @ Upper East Side https://t.co/VuxSlfz9bb,2020-04-02 16:23:12,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245748636794925056,"#breaking #ny state #coronavirus patients surpass 92,000",2020-04-02 16:23:14,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245750208799092736,"This is the way we walk in New York #essentialworkers #maskon #covid_19 
•The Hardest Lyrical Street Poet • 
#corona #coronavirus 🎼🎶🎵#mcdmhiphop #music  #winter #mcdm718 #mcdrastyckmeaxurez 
MC Drastyck Meaxurez… https://t.co/Rlsb4ahAl8",2020-04-02 16:29:29,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245751252119584768,"February 28, 2020. President Trump, North Charleston, S.C. 
&amp; @iamcardib
#coronavirus #CoronavirusUSA",2020-04-02 16:33:38,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245751836742688768,America learn from us healthcare providers on the frontlines in NYC! Protect your healthcare workers! We need all hands on deck.,2020-04-02 16:35:57,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245756755491147777,"98% effective when used correctly #coronavirus #stayhome #staysafe #maderich #artmaderich @ New York, New York https://t.co/fR6UwRcZqI",2020-04-02 16:55:30,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245758494755688448,"End the conventions and let's move on. Let's not put people in danger. Wave 2 of #coronavirus is expected this fall. We all know the players. This is a television event anyway.

@tomperez joebiden @kamalaharris @… https://t.co/dTT6kuTzck",2020-04-02 17:02:24,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245760647935283200,Huh? I would go hungry before giving up my dogs!,2020-04-02 17:10:58,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245762668268486659,"@BrianKempGA #BrianKemp @GovKemp

#TrumpStooge
#Moron #Murderer #HeadUpHisAss 
#HowManyDeathsWillBeOnBrianKempsHands?
#UnworthyOfOffice #UnworthyOfAnything

#CoronaVirus #COVID19Pandemic #COVID19 #COVID #COVIDー19 #COVID2019 #TrumpPressConference #TrumpPressConf #TrumpPandemic #TrumpVirus",2020-04-02 17:18:59,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245762910527410176,"@GovKemp @GaDPH @GeorgiaGuard @GeorgiaEMA #BrianKemp @BrianKempGA

#TrumpStooge
#Moron #Murderer #HeadUpHisAss 
#HowManyDeathsWillBeOnBrianKempsHands?
#UnworthyOfOffice #UnworthyOfAnything

#CoronaVirus #COVID19Pandemic #COVID19 #COVID #COVIDー19 #COVID2019 #TrumpPressConference #TrumpPressConf #TrumpPandemic #TrumpVirus",2020-04-02 17:19:57,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245763607037718548,"They fear #millions of vulnerable people are at #risk of death in places where years of #conflict have destroyed #healthcare systems, severed supply lines &amp; allowed #famine &amp; #diseases like #cholera to sweep through the populations. https://t.co/qhIajRy3M5 #coronavirus #COVID19",2020-04-02 17:22:43,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245764072131440641,"As a result of March's #Coronavirus stay at home we see a dramatic drop in apparel spend and a surge in buying of office &amp; pet supplies. Nice work from @exabel @1010data 

More info here: https://t.co/bT99OcIVMP

#AlternativeData #ConsumerInsights #Apparel https://t.co/hhUeHKOunh",2020-04-02 17:24:34,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245764203765542912,"#timessquare advertisers, why waste money and electricity lighting up Times Square? Pay your employees instead! #COVID2019 #nyccoronavirus @NYCMayorsOffice @NYCMayor",2020-04-02 17:25:06,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245764230541979649,@GovEvers how can you put your constituents at risk this way? @SenSanders has been little to no press so I can only assume you’d go this far and cross the health line because you want dems to vote for Biden. #Election2020 #coronavirus,2020-04-02 17:25:12,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245765385372282881,Indeed totally idiotic comment by Wilbur Ross. We lost 10 million jobs in two weeks,2020-04-02 17:29:47,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245765958356140033,This is your world @gop @realDonaldTrump,2020-04-02 17:32:04,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245766333247217666,"Our senate just voted to roll back progress and once again pack our jails with young people of color, some of whom will die of #coronavirus. I am disgusted.",2020-04-02 17:33:33,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245770237548658689,"No matter how challenging times my be or get! #hesable 
.
#quarantine #trust #godisgod #lhnyc #covid #covid19 #mrcolgatesmile #message #nyc #usa #newyork @ New York, New York https://t.co/t7tvydnkDf",2020-04-02 17:49:04,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245773172387074048,#AHORA Médicos internacionales buscan ayudar en Nueva York #Coronavirus @VOANoticias @VOANews @USAGMgov @slsugawara @VOADirector @NYGovCuomo https://t.co/KwfitcCah8,2020-04-02 18:00:44,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245773541397729280,Amazing report by @NHKWORLD_News (h/t @amonck). I may never go out in public again. #StayHome #coronavirus #COVIDー19 https://t.co/xdHzNdJGWt,2020-04-02 18:02:12,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245776339614957570,"Going Blue for #WorldAutismDay Life goes on at home &amp; so do #April2020 awareness campaigns, tweaked for #coronavirus times. Read what you can do @ home  https://t.co/31HU0gzzko #AutismAwareness #JazzAppreciationMonth #poetry  #NationalPoetryMonth #SAAM #sociallysparked #jazzmusic https://t.co/HO2S6u7eWr",2020-04-02 18:13:19,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245776894739480597,"Let’s turn to 2017 Medalist🏅Buzz Aldrin, who knows a thing or two about safe quarantining.

“After Apollo 11, I spent mine inside a secure building, the Lunar Receiving Laboratory, for 3 weeks - writing mission reports, conducting debriefs &amp; exercising!” #COVIDー19 #BUZZAldrin",2020-04-02 18:15:31,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245776926993600512,"When you have no choice to cut your fucking hair yourself cause of the corona Virus. 😂😅 
.
.
.
#funnymemes #funnyvideo #coronavirus #haircuts #badhaircut #getyourdamnhaircut #hairdresser #homemade #homehaircut… https://t.co/iNTkJ8iRIL",2020-04-02 18:15:39,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245777749068914701,"#Coronavirus updates: COVID-19 Death Toll Exceeds 50,000 Worldwide

 https://t.co/GsfHxLD6Gl",2020-04-02 18:18:55,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245780382160650245,"And in this essay for @coverreligion I’ll argue that Jesus redeems via the suburban Jacuzzi...
#COVIDー19 
https://t.co/nYE6A8fdSX",2020-04-02 18:29:23,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245786125786132480,"I’m starting to actually know more and more people who have #COVID19. Immediate friends/friends of friends who have it.I want to go outside but #coronavirus is really starting to scare me. 
Friends -please protect yourself.Stay inside.Keep #socialdistancing! We have to be smart!",2020-04-02 18:52:12,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245786360050573312,"Did you know... in several weeks of the American run of #COVIDー19 he did absolutely nothing and is now responsible for deaths of thousands of people, including some who may have been in the audience! https://t.co/qgj8JiU7ED",2020-04-02 18:53:08,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245786456058146817,"I’ve been monitoring my symptoms since day one (pre-official #COVID19 diagnosis) when I first realized something was “off.” Yesterday marked two weeks of #selfquarantine, and while I’m not 100% yet my symptoms below have definitely been night &amp; day. 🙏🏽 #Coronavirus #MyCOVIDstory https://t.co/yg1H6mHzIh",2020-04-02 18:53:31,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245789252631355400,"Worthy of commendation, even if your heart is made of steel.",2020-04-02 19:04:38,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245790628346245128,Man.... 🙏🏽 condolences to this mans family.,2020-04-02 19:10:06,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245791079674392577,#ThursdayMotivation,2020-04-02 19:11:53,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245792277441716224,Oh wow,2020-04-02 19:16:39,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245796428846452736,"#missingboys #NewYorkCity #uppermanhattan #isaiahandmanny  As our city &amp; country try to survive the #coronavirus pandemic, the families of these 2 boys &amp; the community that loves them are hoping &amp; praying for a… https://t.co/KddIEPWzHq",2020-04-02 19:33:09,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245797466231828480,"Just spied this I❤️NY in a window across the way. #mytown #iheartny #manhattan #nyc #newyorkcity #murrayhill #lockdown #covid19 #covid #coronavirus #quarantine #window #messages @ Murray Hill, Manhattan https://t.co/L7NAF3jlTa",2020-04-02 19:37:16,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245797722361380866,"Thank you for the tips @faithinjb . 

Let’s all be mindful that healthy bodies lead to healthy minds while practicing social distancing #stayhome #socialdistancing #covid19 #coronavirus #rona #health #wealth… https://t.co/4wprjT206C",2020-04-02 19:38:17,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245798346058539010,Amazing work by all the volunteers and others who made this happen!,2020-04-02 19:40:46,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245800150523695105,Thanks for your great selection of cards! Nothing feels better than receiving #handwritten card at this difficult #COVID19 surreal time! Am enjoying sending long-overdue thanks to special people in my life!,2020-04-02 19:47:56,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245800430963175424,"Stuck indoors because of the #coronavirus pandemic? Us too! But don't fear, we're working from home, and working diligently to post more and more wonderful #antique#decorative #rugs and #carpets , #vintage #pillows… https://t.co/s9lMmP8hkj",2020-04-02 19:49:03,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245801306196979713,#COVIDー19 #COVID2019 #CoronaLockdown #coronavirus #CoronavirusNewYork #COVID19Pandemic #CoronaVirusNYC #CoronavirusUSA #COVID #Coronavirustruth #covidindia19 #coronavirusindia #CoronavirusOutbreakindia https://t.co/fX4THjpzgy,2020-04-02 19:52:31,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245802412763262976,"worth emphasizing ❤️ 🖖🏾
.
#covid19 #coronavirus @ New York, New York https://t.co/EzV7KV67tB",2020-04-02 19:56:55,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245803162344226816,Also like that your cards are available at @CmmnMrktCoop @DawsonsMarket!,2020-04-02 19:59:54,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245803731729305605,"Analysis destroys wholeness. Some things are meant to stay whole because if they are separated into pieces, they disappear. #ofthesaintsapparel #ofthesaints #yoga #covid #pandemic #wellness #yogawear #stayhome… https://t.co/rBtAiZpijs",2020-04-02 20:02:10,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245804390759497728,"Voici une courte vidéo que j’ai réalisé pour montrer l’impact de la quarantaine dans les rues de New York. Des images poignantes qui témoignent de la gravité de la situation ici, dans la capitale du monde. @BFMTV #coronavirus #COVID19 #newyork #quarantine #usa #share #COVIDー19 https://t.co/J8XkQYL7Tz",2020-04-02 20:04:47,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
1245805916542435329,"Wind and rain in Central Park 03/30/20
#covid #centralpark #nyc2020 #jackieoreservoir @ Jackie Onassis Reservoir https://t.co/AHetAGSxmK",2020-04-02 20:10:51,-73.9685415,40.780709,POINT (-73.9685415 40.780709),New York,New York,77.20%,Blue
